channel_handle,snapshot_date,category,video_count,pct_of_library,avg_views,perf_vs_mean_pct
@fixedreturnsacademy,2026-05-26,Myths/Mistakes,7,3.4,1536.4,1.7
@fixedreturnsacademy,2026-05-26,Other,16,7.8,1352.2,-10.5
@fixedreturnsacademy,2026-05-26,Risk/Safety,49,23.8,1011.8,-33.0
@fixedreturnsacademy,2026-05-26,Taxation,38,18.4,3333.2,120.6
@fixedreturnsacademy,2026-05-27,Asset Comparison,7,3.4,1139.6,-25.0
@fixedreturnsacademy,2026-05-27,Bond Basics,17,8.3,922.4,-39.3
@fixedreturnsacademy,2026-05-27,Bond Types,23,11.2,808.6,-46.8
@fixedreturnsacademy,2026-05-27,FD Comparison,11,5.3,624.6,-58.9
@fixedreturnsacademy,2026-05-27,Grip Platform,5,2.4,2537.6,67.1
@fixedreturnsacademy,2026-05-27,Income Strategy,27,13.1,1352.0,-11.0
@fixedreturnsacademy,2026-05-27,Macro/RBI,6,2.9,785.3,-48.3
@fixedreturnsacademy,2026-05-27,Myths/Mistakes,7,3.4,1538.9,1.3
@fixedreturnsacademy,2026-05-27,Other,16,7.8,1363.9,-10.2
@fixedreturnsacademy,2026-05-27,Risk/Safety,49,23.8,1013.8,-33.3
@fixedreturnsacademy,2026-05-27,Taxation,38,18.4,3358.4,121.1
@fixedreturnsacademy,2026-05-28,Asset Comparison,7,3.4,1142.0,-24.8
@fixedreturnsacademy,2026-05-28,Bond Basics,17,8.2,926.9,-39.0
@fixedreturnsacademy,2026-05-28,Bond Types,23,11.1,813.8,-46.4
@fixedreturnsacademy,2026-05-28,FD Comparison,11,5.3,628.3,-58.6
@fixedreturnsacademy,2026-05-28,Grip Platform,5,2.4,2547.2,67.7
@fixedreturnsacademy,2026-05-28,Income Strategy,27,13.0,1355.6,-10.8
@fixedreturnsacademy,2026-05-28,Macro/RBI,6,2.9,787.5,-48.2
@fixedreturnsacademy,2026-05-28,Myths/Mistakes,7,3.4,1542.1,1.5
@fixedreturnsacademy,2026-05-28,Other,16,7.7,1372.5,-9.6
@fixedreturnsacademy,2026-05-28,Risk/Safety,49,23.7,1016.6,-33.1
@fixedreturnsacademy,2026-05-28,Taxation,39,18.8,3293.3,116.8
@fixedreturnsacademy,2026-05-29,Asset Comparison,7,3.4,1143.0,-25.1
@fixedreturnsacademy,2026-05-29,Bond Basics,17,8.2,930.5,-39.1
@fixedreturnsacademy,2026-05-29,Bond Types,23,11.1,818.7,-46.4
@fixedreturnsacademy,2026-05-29,FD Comparison,11,5.3,634.5,-58.4
@fixedreturnsacademy,2026-05-29,Grip Platform,5,2.4,2558.8,67.6
@fixedreturnsacademy,2026-05-29,Income Strategy,27,13.0,1359.7,-11.0
@fixedreturnsacademy,2026-05-29,Macro/RBI,6,2.9,791.3,-48.2
@fixedreturnsacademy,2026-05-29,Myths/Mistakes,7,3.4,1545.7,1.2
@fixedreturnsacademy,2026-05-29,Other,16,7.7,1384.2,-9.4
@fixedreturnsacademy,2026-05-29,Risk/Safety,49,23.7,1018.8,-33.3
@fixedreturnsacademy,2026-05-29,Taxation,39,18.8,3315.6,117.1
@fixedreturnsacademy,2026-05-30,Asset Comparison,7,3.4,1144.9,-25.4
@fixedreturnsacademy,2026-05-30,Bond Basics,17,8.2,935.0,-39.1
@fixedreturnsacademy,2026-05-30,Bond Types,23,11.1,823.3,-46.4
@fixedreturnsacademy,2026-05-30,FD Comparison,11,5.3,631.8,-58.8
@fixedreturnsacademy,2026-05-30,Grip Platform,5,2.4,2568.6,67.3
@fixedreturnsacademy,2026-05-30,Income Strategy,27,13.0,1363.2,-11.2
@fixedreturnsacademy,2026-05-30,Macro/RBI,6,2.9,795.3,-48.2
@fixedreturnsacademy,2026-05-30,Myths/Mistakes,7,3.4,1548.1,0.8
@fixedreturnsacademy,2026-05-30,Other,16,7.7,1389.9,-9.5
@fixedreturnsacademy,2026-05-30,Risk/Safety,49,23.7,1021.6,-33.5
@fixedreturnsacademy,2026-05-30,Taxation,39,18.8,3345.4,117.9
@fixedreturnsacademy,2026-05-31,Asset Comparison,7,3.4,1146.0,-25.7
@fixedreturnsacademy,2026-05-31,Bond Basics,17,8.2,938.0,-39.2
@fixedreturnsacademy,2026-05-31,Bond Types,23,11.1,827.5,-46.3
@fixedreturnsacademy,2026-05-31,FD Comparison,11,5.3,635.8,-58.8
@fixedreturnsacademy,2026-05-31,Grip Platform,5,2.4,2577.8,67.1
@fixedreturnsacademy,2026-05-31,Income Strategy,27,13.0,1366.4,-11.4
@fixedreturnsacademy,2026-05-31,Macro/RBI,6,2.9,801.7,-48.0
@fixedreturnsacademy,2026-05-31,Myths/Mistakes,7,3.4,1551.1,0.6
@fixedreturnsacademy,2026-05-31,Other,16,7.7,1395.2,-9.5
@fixedreturnsacademy,2026-05-31,Risk/Safety,49,23.7,1023.5,-33.6
@fixedreturnsacademy,2026-05-31,Taxation,39,18.8,3367.7,118.4
@fixedreturnsacademy,2026-06-01,Asset Comparison,7,3.4,1147.0,-26.0
@fixedreturnsacademy,2026-06-01,Bond Basics,17,8.2,941.3,-39.2
@fixedreturnsacademy,2026-06-01,Bond Types,23,11.1,831.9,-46.3
@fixedreturnsacademy,2026-06-01,FD Comparison,11,5.3,638.1,-58.8
@fixedreturnsacademy,2026-06-01,Grip Platform,5,2.4,2589.8,67.2
@fixedreturnsacademy,2026-06-01,Income Strategy,27,13.0,1369.6,-11.6
@fixedreturnsacademy,2026-06-01,Macro/RBI,6,2.9,807.7,-47.9
@fixedreturnsacademy,2026-06-01,Myths/Mistakes,7,3.4,1553.9,0.3
@fixedreturnsacademy,2026-06-01,Other,16,7.7,1400.9,-9.6
@fixedreturnsacademy,2026-06-01,Risk/Safety,49,23.7,1025.6,-33.8
@fixedreturnsacademy,2026-06-01,Taxation,39,18.8,3388.2,118.7
@fixedreturnsacademy,2026-06-02,Asset Comparison,7,3.4,1148.4,-25.9
@fixedreturnsacademy,2026-06-02,Bond Basics,17,8.2,946.1,-39.0
@fixedreturnsacademy,2026-06-02,Bond Types,23,11.1,839.3,-45.9
@fixedreturnsacademy,2026-06-02,FD Comparison,11,5.3,640.5,-58.7
@fixedreturnsacademy,2026-06-02,Grip Platform,5,2.4,2600.8,67.8
@fixedreturnsacademy,2026-06-02,Income Strategy,27,13.0,1373.1,-11.4
@fixedreturnsacademy,2026-06-02,Macro/RBI,6,2.9,811.5,-47.7
@fixedreturnsacademy,2026-06-02,Myths/Mistakes,7,3.4,1560.3,0.6
@fixedreturnsacademy,2026-06-02,Other,17,8.2,1326.4,-14.4
@fixedreturnsacademy,2026-06-02,Risk/Safety,49,23.6,1028.5,-33.7
@fixedreturnsacademy,2026-06-02,Taxation,39,18.8,3415.1,120.3
@fixedreturnsacademy,2026-06-03,Asset Comparison,7,3.3,1149.7,-25.9
@fixedreturnsacademy,2026-06-03,Bond Basics,18,8.6,899.6,-42.1
@fixedreturnsacademy,2026-06-03,Bond Types,23,11.0,846.1,-45.5
@fixedreturnsacademy,2026-06-03,FD Comparison,11,5.3,643.5,-58.5
@fixedreturnsacademy,2026-06-03,Grip Platform,5,2.4,2611.4,68.2
@fixedreturnsacademy,2026-06-03,Income Strategy,27,12.9,1376.7,-11.3
@fixedreturnsacademy,2026-06-03,Macro/RBI,6,2.9,817.2,-47.4
@fixedreturnsacademy,2026-06-03,Myths/Mistakes,7,3.3,1563.9,0.7
@fixedreturnsacademy,2026-06-03,Other,16,7.7,1415.4,-8.8
@fixedreturnsacademy,2026-06-03,Risk/Safety,49,23.4,1031.2,-33.6
@fixedreturnsacademy,2026-06-03,Taxation,40,19.1,3361.4,116.5
@fixedreturnsacademy,2026-06-04,Asset Comparison,7,3.3,1150.4,-26.0
@fixedreturnsacademy,2026-06-04,Bond Basics,18,8.6,903.8,-41.9
@fixedreturnsacademy,2026-06-04,Bond Types,23,11.0,853.4,-45.1
@fixedreturnsacademy,2026-06-04,FD Comparison,12,5.7,604.2,-61.1
@fixedreturnsacademy,2026-06-04,Grip Platform,5,2.4,2622.4,68.7
@fixedreturnsacademy,2026-06-04,Income Strategy,27,12.9,1379.0,-11.3
@fixedreturnsacademy,2026-06-04,Macro/RBI,6,2.9,821.7,-47.1
@fixedreturnsacademy,2026-06-04,Myths/Mistakes,7,3.3,1566.3,0.8
@fixedreturnsacademy,2026-06-04,Other,16,7.6,1421.8,-8.5
@fixedreturnsacademy,2026-06-04,Risk/Safety,49,23.3,1034.2,-33.5
@fixedreturnsacademy,2026-06-04,Taxation,40,19.0,3389.3,118.0
@fixedreturnsacademy,2026-06-05,Asset Comparison,7,3.3,1151.0,-26.5
@fixedreturnsacademy,2026-06-05,Bond Basics,18,8.5,907.1,-42.1
@fixedreturnsacademy,2026-06-05,Bond Types,23,10.9,858.6,-45.2
@fixedreturnsacademy,2026-06-05,FD Comparison,12,5.7,608.9,-61.1
@fixedreturnsacademy,2026-06-05,Grip Platform,5,2.4,2631.2,68.1
@fixedreturnsacademy,2026-06-05,Income Strategy,27,12.8,1381.4,-11.8
@fixedreturnsacademy,2026-06-05,Macro/RBI,6,2.8,825.2,-47.3
@fixedreturnsacademy,2026-06-05,Myths/Mistakes,7,3.3,1570.1,0.3
@fixedreturnsacademy,2026-06-05,Other,16,7.6,1433.1,-8.5
@fixedreturnsacademy,2026-06-05,Risk/Safety,49,23.2,1037.1,-33.8
@fixedreturnsacademy,2026-06-05,Taxation,41,19.4,3383.8,116.1
@fixedreturnsacademy,2026-06-06,Asset Comparison,7,3.3,1152.0,-26.6
@fixedreturnsacademy,2026-06-06,Bond Basics,18,8.5,911.3,-42.0
@fixedreturnsacademy,2026-06-06,Bond Types,24,11.3,864.8,-44.9
@fixedreturnsacademy,2026-06-06,FD Comparison,12,5.7,610.7,-61.1
@fixedreturnsacademy,2026-06-06,Grip Platform,5,2.4,2640.2,68.1
@fixedreturnsacademy,2026-06-06,Income Strategy,27,12.7,1384.7,-11.8
@fixedreturnsacademy,2026-06-06,Macro/RBI,6,2.8,829.2,-47.2
@fixedreturnsacademy,2026-06-06,Myths/Mistakes,7,3.3,1572.9,0.1
@fixedreturnsacademy,2026-06-06,Other,16,7.5,1439.6,-8.3
@fixedreturnsacademy,2026-06-06,Risk/Safety,49,23.1,1039.3,-33.8
@fixedreturnsacademy,2026-06-06,Taxation,41,19.3,3411.5,117.2
@fixedreturnsacademy,2026-06-07,Asset Comparison,7,3.3,1152.9,-27.0
@fixedreturnsacademy,2026-06-07,Bond Basics,18,8.5,915.0,-42.0
@fixedreturnsacademy,2026-06-07,Bond Types,24,11.3,884.2,-44.0
@fixedreturnsacademy,2026-06-07,FD Comparison,12,5.7,612.1,-61.2
@fixedreturnsacademy,2026-06-07,Grip Platform,5,2.4,2650.2,67.8
@fixedreturnsacademy,2026-06-07,Income Strategy,27,12.7,1387.5,-12.1
@fixedreturnsacademy,2026-06-07,Macro/RBI,6,2.8,833.5,-47.2
@fixedreturnsacademy,2026-06-07,Myths/Mistakes,7,3.3,1575.7,-0.2
@fixedreturnsacademy,2026-06-07,Other,16,7.5,1446.4,-8.4
@fixedreturnsacademy,2026-06-07,Risk/Safety,49,23.1,1041.9,-34.0
@fixedreturnsacademy,2026-06-07,Taxation,41,19.3,3431.2,117.3
@fixedreturnsacademy,2026-06-08,Asset Comparison,7,3.3,1154.9,-27.1
@fixedreturnsacademy,2026-06-08,Bond Basics,18,8.5,924.2,-41.7
@fixedreturnsacademy,2026-06-08,Bond Types,24,11.3,897.8,-43.3
@fixedreturnsacademy,2026-06-08,FD Comparison,12,5.6,613.9,-61.3
@fixedreturnsacademy,2026-06-08,Grip Platform,5,2.3,2665.2,68.2
@fixedreturnsacademy,2026-06-08,Income Strategy,27,12.7,1393.7,-12.0
@fixedreturnsacademy,2026-06-08,Macro/RBI,6,2.8,842.3,-46.8
@fixedreturnsacademy,2026-06-08,Myths/Mistakes,7,3.3,1581.6,-0.2
@fixedreturnsacademy,2026-06-08,Other,16,7.5,1460.0,-7.8
@fixedreturnsacademy,2026-06-08,Risk/Safety,49,23.0,1045.9,-34.0
@fixedreturnsacademy,2026-06-08,Taxation,42,19.7,3384.1,113.6
@fixedreturnsacademy,2026-06-09,Asset Comparison,7,3.3,1154.9,-27.2
@fixedreturnsacademy,2026-06-09,Bond Basics,18,8.5,925.3,-41.7
@fixedreturnsacademy,2026-06-09,Bond Types,24,11.3,899.2,-43.3
@fixedreturnsacademy,2026-06-09,FD Comparison,12,5.6,614.3,-61.3
@fixedreturnsacademy,2026-06-09,Grip Platform,5,2.3,2669.2,68.2
@fixedreturnsacademy,2026-06-09,Income Strategy,27,12.7,1394.2,-12.1
@fixedreturnsacademy,2026-06-09,Macro/RBI,6,2.8,844.0,-46.8
@fixedreturnsacademy,2026-06-09,Myths/Mistakes,7,3.3,1582.6,-0.3
@fixedreturnsacademy,2026-06-09,Other,16,7.5,1461.6,-7.9
@fixedreturnsacademy,2026-06-09,Risk/Safety,49,23.0,1046.6,-34.1
@fixedreturnsacademy,2026-06-09,Taxation,42,19.7,3393.6,113.8
@fixedreturnsacademy,2026-06-10,Asset Comparison,7,3.3,1155.7,-27.2
@fixedreturnsacademy,2026-06-10,Bond Basics,18,8.4,930.0,-41.4
@fixedreturnsacademy,2026-06-10,Bond Types,24,11.2,904.5,-43.0
@fixedreturnsacademy,2026-06-10,FD Comparison,12,5.6,615.9,-61.2
@fixedreturnsacademy,2026-06-10,Grip Platform,5,2.3,2680.2,68.8
@fixedreturnsacademy,2026-06-10,Income Strategy,27,12.6,1396.9,-12.0
@fixedreturnsacademy,2026-06-10,Macro/RBI,6,2.8,851.3,-46.4
@fixedreturnsacademy,2026-06-10,Myths/Mistakes,7,3.3,1585.9,-0.1
@fixedreturnsacademy,2026-06-10,Other,17,7.9,1382.6,-12.9
@fixedreturnsacademy,2026-06-10,Risk/Safety,49,22.9,1049.8,-33.9
@fixedreturnsacademy,2026-06-10,Taxation,42,19.6,3419.0,115.3
@fixedreturnsacademy,2026-06-11,Asset Comparison,7,3.3,1157.0,-27.3
@fixedreturnsacademy,2026-06-11,Bond Basics,19,8.8,892.6,-43.9
@fixedreturnsacademy,2026-06-11,Bond Types,24,11.2,910.6,-42.8
@fixedreturnsacademy,2026-06-11,FD Comparison,12,5.6,617.9,-61.2
@fixedreturnsacademy,2026-06-11,Grip Platform,5,2.3,2689.6,69.0
@fixedreturnsacademy,2026-06-11,Income Strategy,27,12.6,1399.9,-12.0
@fixedreturnsacademy,2026-06-11,Macro/RBI,6,2.8,855.8,-46.2
@fixedreturnsacademy,2026-06-11,Myths/Mistakes,7,3.3,1589.6,-0.1
@fixedreturnsacademy,2026-06-11,Other,16,7.4,1477.4,-7.2
@fixedreturnsacademy,2026-06-11,Risk/Safety,49,22.8,1052.3,-33.9
@fixedreturnsacademy,2026-06-11,Taxation,43,20.0,3373.7,112.0
@fixedreturnsacademy,2026-06-12,Asset Comparison,7,3.2,1158.6,-27.3
@fixedreturnsacademy,2026-06-12,Bond Basics,19,8.8,911.0,-42.8
@fixedreturnsacademy,2026-06-12,Bond Types,24,11.1,915.8,-42.5
@fixedreturnsacademy,2026-06-12,FD Comparison,12,5.6,618.6,-61.2
@fixedreturnsacademy,2026-06-12,Grip Platform,5,2.3,2698.8,69.4
@fixedreturnsacademy,2026-06-12,Income Strategy,27,12.5,1403.2,-11.9
@fixedreturnsacademy,2026-06-12,Macro/RBI,6,2.8,860.2,-46.0
@fixedreturnsacademy,2026-06-12,Myths/Mistakes,7,3.2,1592.9,-0.0
@fixedreturnsacademy,2026-06-12,Other,16,7.4,1482.2,-7.0
@fixedreturnsacademy,2026-06-12,Risk/Safety,49,22.7,1054.8,-33.8
@fixedreturnsacademy,2026-06-12,Taxation,44,20.4,3322.7,108.6
@fixedreturnsacademy,2026-06-13,Asset Comparison,7,3.2,1159.4,-27.3
@fixedreturnsacademy,2026-06-13,Bond Basics,19,8.8,923.2,-42.1
@fixedreturnsacademy,2026-06-13,Bond Types,24,11.1,921.5,-42.2
@fixedreturnsacademy,2026-06-13,FD Comparison,12,5.5,620.2,-61.1
@fixedreturnsacademy,2026-06-13,Grip Platform,5,2.3,2707.4,69.8
@fixedreturnsacademy,2026-06-13,Income Strategy,27,12.4,1405.8,-11.8
@fixedreturnsacademy,2026-06-13,Macro/RBI,6,2.8,871.2,-45.4
@fixedreturnsacademy,2026-06-13,Myths/Mistakes,7,3.2,1595.7,0.1
@fixedreturnsacademy,2026-06-13,Other,16,7.4,1490.2,-6.6
@fixedreturnsacademy,2026-06-13,Risk/Safety,50,23.0,1035.9,-35.0
@fixedreturnsacademy,2026-06-13,Taxation,44,20.3,3347.7,109.9
@fixedreturnsacademy,2026-06-14,Asset Comparison,7,3.2,1160.0,-27.5
@fixedreturnsacademy,2026-06-14,Bond Basics,19,8.8,927.4,-42.1
@fixedreturnsacademy,2026-06-14,Bond Types,24,11.1,926.0,-42.1
@fixedreturnsacademy,2026-06-14,FD Comparison,12,5.5,620.7,-61.2
@fixedreturnsacademy,2026-06-14,Grip Platform,5,2.3,2718.2,69.8
@fixedreturnsacademy,2026-06-14,Income Strategy,27,12.4,1407.9,-12.0
@fixedreturnsacademy,2026-06-14,Macro/RBI,6,2.8,875.0,-45.3
@fixedreturnsacademy,2026-06-14,Myths/Mistakes,7,3.2,1599.0,-0.1
@fixedreturnsacademy,2026-06-14,Other,16,7.4,1493.9,-6.7
@fixedreturnsacademy,2026-06-14,Risk/Safety,50,23.0,1040.4,-35.0
@fixedreturnsacademy,2026-06-14,Taxation,44,20.3,3361.9,110.1
@fixedreturnsacademy,2026-06-15,Asset Comparison,7,3.2,1160.6,-27.8
@fixedreturnsacademy,2026-06-15,Bond Basics,19,8.8,935.1,-41.9
@fixedreturnsacademy,2026-06-15,Bond Types,24,11.1,930.5,-42.1
@fixedreturnsacademy,2026-06-15,FD Comparison,12,5.5,625.2,-61.1
@fixedreturnsacademy,2026-06-15,Grip Platform,5,2.3,2727.6,69.6
@fixedreturnsacademy,2026-06-15,Income Strategy,27,12.4,1411.3,-12.2
@fixedreturnsacademy,2026-06-15,Macro/RBI,6,2.8,883.7,-45.1
@fixedreturnsacademy,2026-06-15,Myths/Mistakes,7,3.2,1600.9,-0.5
@fixedreturnsacademy,2026-06-15,Other,16,7.4,1496.4,-6.9
@fixedreturnsacademy,2026-06-15,Risk/Safety,50,23.0,1048.7,-34.8
@fixedreturnsacademy,2026-06-15,Taxation,44,20.3,3377.9,110.0
@fixedreturnsacademy,2026-06-16,Asset Comparison,7,3.2,1161.3,-27.8
@fixedreturnsacademy,2026-06-16,Bond Basics,19,8.7,940.0,-41.6
@fixedreturnsacademy,2026-06-16,Bond Types,24,11.0,935.4,-41.9
@fixedreturnsacademy,2026-06-16,FD Comparison,12,5.5,627.3,-61.0
@fixedreturnsacademy,2026-06-16,Grip Platform,5,2.3,2734.0,69.9
@fixedreturnsacademy,2026-06-16,Income Strategy,27,12.4,1412.9,-12.2
@fixedreturnsacademy,2026-06-16,Macro/RBI,7,3.2,768.3,-52.2
@fixedreturnsacademy,2026-06-16,Myths/Mistakes,7,3.2,1602.4,-0.4
@fixedreturnsacademy,2026-06-16,Other,16,7.3,1500.0,-6.8
@fixedreturnsacademy,2026-06-16,Risk/Safety,50,22.9,1057.6,-34.3
@fixedreturnsacademy,2026-06-16,Taxation,44,20.2,3397.0,111.1
@fixedreturnsacademy,2026-06-17,Asset Comparison,7,3.2,1161.9,-27.8
@fixedreturnsacademy,2026-06-17,Bond Basics,19,8.7,944.4,-41.3
@fixedreturnsacademy,2026-06-17,Bond Types,25,11.4,902.8,-43.9
@fixedreturnsacademy,2026-06-17,FD Comparison,12,5.5,628.3,-60.9
@fixedreturnsacademy,2026-06-17,Grip Platform,5,2.3,2737.4,70.2
@fixedreturnsacademy,2026-06-17,Income Strategy,27,12.3,1414.2,-12.1
@fixedreturnsacademy,2026-06-17,Macro/RBI,7,3.2,775.1,-51.8
@fixedreturnsacademy,2026-06-17,Myths/Mistakes,7,3.2,1604.9,-0.2
@fixedreturnsacademy,2026-06-17,Other,16,7.3,1502.3,-6.6
@fixedreturnsacademy,2026-06-17,Risk/Safety,50,22.8,1062.2,-34.0
@fixedreturnsacademy,2026-06-17,Taxation,44,20.1,3418.2,112.5
@fixedreturnsacademy,2026-06-18,Asset Comparison,7,3.2,1162.6,-27.7
@fixedreturnsacademy,2026-06-18,Bond Basics,19,8.6,947.9,-41.1
@fixedreturnsacademy,2026-06-18,Bond Types,25,11.4,910.3,-43.4
@fixedreturnsacademy,2026-06-18,FD Comparison,12,5.5,629.2,-60.9
@fixedreturnsacademy,2026-06-18,Grip Platform,5,2.3,2743.2,70.6
@fixedreturnsacademy,2026-06-18,Income Strategy,27,12.3,1415.3,-12.0
@fixedreturnsacademy,2026-06-18,Macro/RBI,7,3.2,787.7,-51.0
@fixedreturnsacademy,2026-06-18,Myths/Mistakes,7,3.2,1608.1,-0.0
@fixedreturnsacademy,2026-06-18,Other,17,7.7,1417.7,-11.8
@fixedreturnsacademy,2026-06-18,Risk/Safety,50,22.7,1064.9,-33.8
@fixedreturnsacademy,2026-06-18,Taxation,44,20.0,3438.7,113.8
