channel_handle,snapshot_date,bucket,video_count,avg_views,engagement_rate_pct
@fixedreturnsacademy,2026-05-23,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-05-23,30–60s,15,442.5,2.369
@fixedreturnsacademy,2026-05-23,1–2m,118,1202.1,2.321
@fixedreturnsacademy,2026-05-23,2–5m,69,2207.5,2.836
@fixedreturnsacademy,2026-05-23,5–10m,3,1778.3,7.75
@fixedreturnsacademy,2026-05-23,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-05-23,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-05-26,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-05-26,30–60s,15,444.1,2.371
@fixedreturnsacademy,2026-05-26,1–2m,119,1208.3,2.306
@fixedreturnsacademy,2026-05-26,2–5m,69,2252.2,2.789
@fixedreturnsacademy,2026-05-26,5–10m,3,1784.0,7.72
@fixedreturnsacademy,2026-05-26,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-05-26,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-05-27,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-05-27,30–60s,15,444.5,2.37
@fixedreturnsacademy,2026-05-27,1–2m,119,1212.8,2.311
@fixedreturnsacademy,2026-05-27,2–5m,69,2269.2,2.788
@fixedreturnsacademy,2026-05-27,5–10m,3,1786.7,7.703
@fixedreturnsacademy,2026-05-27,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-05-27,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-05-28,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-05-28,30–60s,15,445.3,2.366
@fixedreturnsacademy,2026-05-28,1–2m,119,1217.1,2.303
@fixedreturnsacademy,2026-05-28,2–5m,70,2251.0,2.972
@fixedreturnsacademy,2026-05-28,5–10m,3,1789.3,7.664
@fixedreturnsacademy,2026-05-28,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-05-28,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-05-29,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-05-29,30–60s,15,445.7,2.364
@fixedreturnsacademy,2026-05-29,1–2m,119,1221.5,2.303
@fixedreturnsacademy,2026-05-29,2–5m,70,2266.7,2.888
@fixedreturnsacademy,2026-05-29,5–10m,3,1790.0,7.66
@fixedreturnsacademy,2026-05-29,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-05-29,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-05-30,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-05-30,30–60s,15,446.0,2.384
@fixedreturnsacademy,2026-05-30,1–2m,118,1234.8,2.309
@fixedreturnsacademy,2026-05-30,2–5m,71,2254.1,2.865
@fixedreturnsacademy,2026-05-30,5–10m,3,1793.0,7.645
@fixedreturnsacademy,2026-05-30,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-05-30,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-05-31,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-05-31,30–60s,15,446.3,2.383
@fixedreturnsacademy,2026-05-31,1–2m,118,1238.7,2.306
@fixedreturnsacademy,2026-05-31,2–5m,71,2267.8,2.861
@fixedreturnsacademy,2026-05-31,5–10m,3,1793.3,7.643
@fixedreturnsacademy,2026-05-31,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-05-31,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-01,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-01,30–60s,15,446.6,2.382
@fixedreturnsacademy,2026-06-01,1–2m,118,1242.6,2.305
@fixedreturnsacademy,2026-06-01,2–5m,71,2280.7,2.852
@fixedreturnsacademy,2026-06-01,5–10m,3,1796.0,7.638
@fixedreturnsacademy,2026-06-01,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-01,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-02,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-02,30–60s,15,447.0,2.38
@fixedreturnsacademy,2026-06-02,1–2m,118,1247.6,2.303
@fixedreturnsacademy,2026-06-02,2–5m,72,2266.0,2.927
@fixedreturnsacademy,2026-06-02,5–10m,3,1799.0,7.629
@fixedreturnsacademy,2026-06-02,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-02,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-03,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-03,30–60s,15,447.9,2.377
@fixedreturnsacademy,2026-06-03,1–2m,118,1252.1,2.299
@fixedreturnsacademy,2026-06-03,2–5m,73,2255.0,2.837
@fixedreturnsacademy,2026-06-03,5–10m,3,1801.3,7.617
@fixedreturnsacademy,2026-06-03,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-03,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-04,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-04,30–60s,15,448.3,2.376
@fixedreturnsacademy,2026-06-04,1–2m,119,1246.8,2.305
@fixedreturnsacademy,2026-06-04,2–5m,73,2273.1,2.831
@fixedreturnsacademy,2026-06-04,5–10m,3,1801.7,7.615
@fixedreturnsacademy,2026-06-04,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-04,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-05,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-05,30–60s,15,448.8,2.373
@fixedreturnsacademy,2026-06-05,1–2m,119,1251.6,2.304
@fixedreturnsacademy,2026-06-05,2–5m,74,2287.0,3.286
@fixedreturnsacademy,2026-06-05,5–10m,3,1802.3,7.612
@fixedreturnsacademy,2026-06-05,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-05,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-06,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-06,30–60s,15,449.3,2.372
@fixedreturnsacademy,2026-06-06,1–2m,120,1252.3,2.301
@fixedreturnsacademy,2026-06-06,2–5m,74,2304.5,3.092
@fixedreturnsacademy,2026-06-06,5–10m,3,1803.0,7.632
@fixedreturnsacademy,2026-06-06,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-06,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-07,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-07,30–60s,15,449.7,2.37
@fixedreturnsacademy,2026-06-07,1–2m,120,1259.0,2.296
@fixedreturnsacademy,2026-06-07,2–5m,74,2317.5,3.032
@fixedreturnsacademy,2026-06-07,5–10m,3,1803.0,7.632
@fixedreturnsacademy,2026-06-07,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-07,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-08,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-08,30–60s,15,450.4,2.368
@fixedreturnsacademy,2026-06-08,1–2m,121,1255.9,2.272
@fixedreturnsacademy,2026-06-08,2–5m,74,2342.2,2.878
@fixedreturnsacademy,2026-06-08,5–10m,3,1805.3,7.631
@fixedreturnsacademy,2026-06-08,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-08,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-09,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-09,30–60s,15,450.5,2.367
@fixedreturnsacademy,2026-06-09,1–2m,121,1258.0,2.28
@fixedreturnsacademy,2026-06-09,2–5m,74,2346.5,2.874
@fixedreturnsacademy,2026-06-09,5–10m,3,1805.3,7.631
@fixedreturnsacademy,2026-06-09,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-09,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-10,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-10,30–60s,15,451.2,2.319
@fixedreturnsacademy,2026-06-10,1–2m,121,1262.4,2.262
@fixedreturnsacademy,2026-06-10,2–5m,75,2331.4,2.992
@fixedreturnsacademy,2026-06-10,5–10m,3,1807.7,7.583
@fixedreturnsacademy,2026-06-10,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-10,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-11,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-11,30–60s,15,451.8,2.317
@fixedreturnsacademy,2026-06-11,1–2m,122,1259.5,2.264
@fixedreturnsacademy,2026-06-11,2–5m,75,2349.9,2.884
@fixedreturnsacademy,2026-06-11,5–10m,3,1808.3,7.578
@fixedreturnsacademy,2026-06-11,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-11,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-12,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-12,30–60s,15,452.3,2.316
@fixedreturnsacademy,2026-06-12,1–2m,122,1264.7,2.258
@fixedreturnsacademy,2026-06-12,2–5m,76,2336.9,2.876
@fixedreturnsacademy,2026-06-12,5–10m,3,1810.0,7.567
@fixedreturnsacademy,2026-06-12,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-12,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-13,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-13,30–60s,15,452.7,2.36
@fixedreturnsacademy,2026-06-13,1–2m,122,1269.0,2.272
@fixedreturnsacademy,2026-06-13,2–5m,77,2324.6,3.015
@fixedreturnsacademy,2026-06-13,5–10m,3,1811.3,7.596
@fixedreturnsacademy,2026-06-13,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-13,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-14,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-14,30–60s,15,453.4,2.357
@fixedreturnsacademy,2026-06-14,1–2m,122,1272.0,2.27
@fixedreturnsacademy,2026-06-14,2–5m,77,2336.1,2.845
@fixedreturnsacademy,2026-06-14,5–10m,3,1814.3,7.578
@fixedreturnsacademy,2026-06-14,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-14,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-15,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-15,30–60s,15,453.7,2.356
@fixedreturnsacademy,2026-06-15,1–2m,122,1275.1,2.271
@fixedreturnsacademy,2026-06-15,2–5m,77,2352.8,2.823
@fixedreturnsacademy,2026-06-15,5–10m,3,1815.0,7.575
@fixedreturnsacademy,2026-06-15,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-15,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-16,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-16,30–60s,15,454.5,2.354
@fixedreturnsacademy,2026-06-16,1–2m,122,1278.5,2.269
@fixedreturnsacademy,2026-06-16,2–5m,78,2339.6,2.812
@fixedreturnsacademy,2026-06-16,5–10m,3,1815.3,7.573
@fixedreturnsacademy,2026-06-16,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-16,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-17,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-17,30–60s,15,455.0,2.353
@fixedreturnsacademy,2026-06-17,1–2m,123,1271.5,2.278
@fixedreturnsacademy,2026-06-17,2–5m,78,2353.9,2.835
@fixedreturnsacademy,2026-06-17,5–10m,3,1816.3,7.569
@fixedreturnsacademy,2026-06-17,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-17,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-18,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-18,30–60s,15,455.3,2.352
@fixedreturnsacademy,2026-06-18,1–2m,123,1275.4,2.278
@fixedreturnsacademy,2026-06-18,2–5m,79,2337.3,2.989
@fixedreturnsacademy,2026-06-18,5–10m,3,1819.0,7.555
@fixedreturnsacademy,2026-06-18,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-18,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-19,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-19,30–60s,15,455.8,2.35
@fixedreturnsacademy,2026-06-19,1–2m,123,1279.8,2.256
@fixedreturnsacademy,2026-06-19,2–5m,79,2351.7,2.834
@fixedreturnsacademy,2026-06-19,5–10m,3,1819.0,7.555
@fixedreturnsacademy,2026-06-19,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-19,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-20,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-20,30–60s,15,456.5,2.349
@fixedreturnsacademy,2026-06-20,1–2m,123,1283.6,2.255
@fixedreturnsacademy,2026-06-20,2–5m,80,2334.3,2.773
@fixedreturnsacademy,2026-06-20,5–10m,3,1819.0,7.555
@fixedreturnsacademy,2026-06-20,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-20,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-21,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-21,30–60s,15,457.0,2.354
@fixedreturnsacademy,2026-06-21,1–2m,123,1287.3,2.253
@fixedreturnsacademy,2026-06-21,2–5m,80,2348.1,2.755
@fixedreturnsacademy,2026-06-21,5–10m,3,1821.0,7.542
@fixedreturnsacademy,2026-06-21,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-21,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-22,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-22,30–60s,15,457.7,2.352
@fixedreturnsacademy,2026-06-22,1–2m,123,1290.9,2.257
@fixedreturnsacademy,2026-06-22,2–5m,80,2358.9,2.743
@fixedreturnsacademy,2026-06-22,5–10m,3,1821.3,7.54
@fixedreturnsacademy,2026-06-22,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-22,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-23,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-23,30–60s,15,458.2,2.351
@fixedreturnsacademy,2026-06-23,1–2m,123,1294.8,2.254
@fixedreturnsacademy,2026-06-23,2–5m,81,2344.3,3.113
@fixedreturnsacademy,2026-06-23,5–10m,3,1822.3,7.535
@fixedreturnsacademy,2026-06-23,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-23,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-24,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-24,30–60s,15,458.5,2.35
@fixedreturnsacademy,2026-06-24,1–2m,123,1298.3,2.255
@fixedreturnsacademy,2026-06-24,2–5m,82,2328.3,2.966
@fixedreturnsacademy,2026-06-24,5–10m,3,1822.7,7.532
@fixedreturnsacademy,2026-06-24,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-24,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-25,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-25,30–60s,15,458.8,2.349
@fixedreturnsacademy,2026-06-25,1–2m,123,1301.9,2.254
@fixedreturnsacademy,2026-06-25,2–5m,82,2350.3,2.769
@fixedreturnsacademy,2026-06-25,5–10m,3,1823.3,7.529
@fixedreturnsacademy,2026-06-25,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-25,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-26,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-26,30–60s,15,459.6,2.346
@fixedreturnsacademy,2026-06-26,1–2m,123,1305.8,2.255
@fixedreturnsacademy,2026-06-26,2–5m,82,2374.9,2.804
@fixedreturnsacademy,2026-06-26,5–10m,3,1824.3,7.526
@fixedreturnsacademy,2026-06-26,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-26,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-27,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-27,30–60s,15,460.2,2.345
@fixedreturnsacademy,2026-06-27,1–2m,123,1309.2,2.254
@fixedreturnsacademy,2026-06-27,2–5m,83,2362.4,3.521
@fixedreturnsacademy,2026-06-27,5–10m,3,1824.7,7.525
@fixedreturnsacademy,2026-06-27,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-27,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-28,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-28,30–60s,15,460.5,2.344
@fixedreturnsacademy,2026-06-28,1–2m,123,1312.2,2.254
@fixedreturnsacademy,2026-06-28,2–5m,84,2354.2,3.277
@fixedreturnsacademy,2026-06-28,5–10m,3,1824.7,7.525
@fixedreturnsacademy,2026-06-28,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-28,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-29,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-29,30–60s,15,461.1,2.342
@fixedreturnsacademy,2026-06-29,1–2m,123,1315.2,2.252
@fixedreturnsacademy,2026-06-29,2–5m,84,2367.3,3.12
@fixedreturnsacademy,2026-06-29,5–10m,3,1825.0,7.525
@fixedreturnsacademy,2026-06-29,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-29,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-06-30,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-06-30,30–60s,16,438.0,2.415
@fixedreturnsacademy,2026-06-30,1–2m,123,1318.6,2.25
@fixedreturnsacademy,2026-06-30,2–5m,84,2385.2,3.092
@fixedreturnsacademy,2026-06-30,5–10m,3,1825.7,7.524
@fixedreturnsacademy,2026-06-30,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-06-30,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-01,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-01,30–60s,16,440.8,2.409
@fixedreturnsacademy,2026-07-01,1–2m,124,1311.4,2.273
@fixedreturnsacademy,2026-07-01,2–5m,84,2397.4,3.021
@fixedreturnsacademy,2026-07-01,5–10m,3,1826.0,7.521
@fixedreturnsacademy,2026-07-01,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-01,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-02,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-02,30–60s,16,441.8,2.382
@fixedreturnsacademy,2026-07-02,1–2m,124,1316.0,2.247
@fixedreturnsacademy,2026-07-02,2–5m,85,2382.4,3.077
@fixedreturnsacademy,2026-07-02,5–10m,3,1828.7,7.505
@fixedreturnsacademy,2026-07-02,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-02,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-03,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-03,30–60s,16,442.2,2.424
@fixedreturnsacademy,2026-07-03,1–2m,124,1320.8,2.239
@fixedreturnsacademy,2026-07-03,2–5m,85,2394.8,3.094
@fixedreturnsacademy,2026-07-03,5–10m,3,1829.0,7.505
@fixedreturnsacademy,2026-07-03,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-03,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-04,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-04,30–60s,16,442.5,2.423
@fixedreturnsacademy,2026-07-04,1–2m,125,1313.2,2.258
@fixedreturnsacademy,2026-07-04,2–5m,85,2406.5,3.037
@fixedreturnsacademy,2026-07-04,5–10m,3,1830.0,7.499
@fixedreturnsacademy,2026-07-04,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-04,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-05,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-05,30–60s,16,443.0,2.419
@fixedreturnsacademy,2026-07-05,1–2m,126,1307.5,2.263
@fixedreturnsacademy,2026-07-05,2–5m,85,2417.5,3.018
@fixedreturnsacademy,2026-07-05,5–10m,3,1831.0,7.495
@fixedreturnsacademy,2026-07-05,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-05,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-06,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-06,30–60s,16,443.8,2.409
@fixedreturnsacademy,2026-07-06,1–2m,126,1311.4,2.256
@fixedreturnsacademy,2026-07-06,2–5m,85,2427.6,2.977
@fixedreturnsacademy,2026-07-06,5–10m,3,1832.7,7.489
@fixedreturnsacademy,2026-07-06,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-06,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-07,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-07,30–60s,16,444.6,2.449
@fixedreturnsacademy,2026-07-07,1–2m,126,1314.4,2.252
@fixedreturnsacademy,2026-07-07,2–5m,86,2416.9,2.936
@fixedreturnsacademy,2026-07-07,5–10m,3,1835.0,7.476
@fixedreturnsacademy,2026-07-07,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-07,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-08,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-08,30–60s,16,445.0,2.446
@fixedreturnsacademy,2026-07-08,1–2m,126,1317.5,2.249
@fixedreturnsacademy,2026-07-08,2–5m,87,2403.1,2.9
@fixedreturnsacademy,2026-07-08,5–10m,3,1836.0,7.47
@fixedreturnsacademy,2026-07-08,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-08,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-09,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-09,30–60s,16,445.6,2.442
@fixedreturnsacademy,2026-07-09,1–2m,127,1310.4,2.245
@fixedreturnsacademy,2026-07-09,2–5m,87,2414.1,2.879
@fixedreturnsacademy,2026-07-09,5–10m,3,1836.7,7.468
@fixedreturnsacademy,2026-07-09,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-09,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-10,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-10,30–60s,16,446.0,2.441
@fixedreturnsacademy,2026-07-10,1–2m,128,1307.8,2.246
@fixedreturnsacademy,2026-07-10,2–5m,87,2424.4,2.868
@fixedreturnsacademy,2026-07-10,5–10m,3,1838.0,7.464
@fixedreturnsacademy,2026-07-10,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-10,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-11,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-11,30–60s,16,446.5,2.437
@fixedreturnsacademy,2026-07-11,1–2m,129,1303.4,2.281
@fixedreturnsacademy,2026-07-11,2–5m,87,2433.4,2.849
@fixedreturnsacademy,2026-07-11,5–10m,3,1839.7,7.458
@fixedreturnsacademy,2026-07-11,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-11,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-12,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-12,30–60s,16,446.9,2.434
@fixedreturnsacademy,2026-07-12,1–2m,130,1297.3,2.307
@fixedreturnsacademy,2026-07-12,2–5m,87,2442.1,2.835
@fixedreturnsacademy,2026-07-12,5–10m,3,1840.7,7.451
@fixedreturnsacademy,2026-07-12,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-12,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-13,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-13,30–60s,16,447.9,2.434
@fixedreturnsacademy,2026-07-13,1–2m,130,1300.7,2.31
@fixedreturnsacademy,2026-07-13,2–5m,87,2451.8,2.815
@fixedreturnsacademy,2026-07-13,5–10m,3,1847.0,7.435
@fixedreturnsacademy,2026-07-13,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-13,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-14,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-14,30–60s,16,448.4,2.43
@fixedreturnsacademy,2026-07-14,1–2m,129,1309.7,2.296
@fixedreturnsacademy,2026-07-14,2–5m,87,2461.8,2.799
@fixedreturnsacademy,2026-07-14,5–10m,3,1849.3,7.427
@fixedreturnsacademy,2026-07-14,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-14,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-15,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-15,30–60s,16,448.9,2.428
@fixedreturnsacademy,2026-07-15,1–2m,129,1312.8,2.298
@fixedreturnsacademy,2026-07-15,2–5m,88,2442.8,3.149
@fixedreturnsacademy,2026-07-15,5–10m,3,1851.0,7.424
@fixedreturnsacademy,2026-07-15,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-15,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-16,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-16,30–60s,16,449.2,2.428
@fixedreturnsacademy,2026-07-16,1–2m,129,1316.0,2.285
@fixedreturnsacademy,2026-07-16,2–5m,88,2452.7,2.883
@fixedreturnsacademy,2026-07-16,5–10m,3,1851.3,7.424
@fixedreturnsacademy,2026-07-16,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-16,20m+,0,0.0,0.0
