channel_handle,snapshot_date,dimension,bucket,video_count,avg_views
@fixedreturnsacademy,2026-05-21,day,Monday,33,2506.1
@fixedreturnsacademy,2026-05-21,day,Sunday,16,1313.6
@fixedreturnsacademy,2026-05-21,day,Friday,33,1804.2
@fixedreturnsacademy,2026-05-21,day,Thursday,31,807.9
@fixedreturnsacademy,2026-05-21,day,Wednesday,30,2077.3
@fixedreturnsacademy,2026-05-21,day,Saturday,22,860.7
@fixedreturnsacademy,2026-05-21,hour,18,47,1440.4
@fixedreturnsacademy,2026-05-21,hour,19,27,2148.6
@fixedreturnsacademy,2026-05-21,hour,21,2,330.0
@fixedreturnsacademy,2026-05-21,hour,17,79,1376.9
@fixedreturnsacademy,2026-05-21,hour,16,16,621.4
@fixedreturnsacademy,2026-05-21,hour,15,9,633.0
@fixedreturnsacademy,2026-05-21,hour,22,2,5485.0
@fixedreturnsacademy,2026-05-21,hour,14,9,2939.2
@fixedreturnsacademy,2026-05-21,hour,12,3,301.7
@fixedreturnsacademy,2026-05-21,hour,20,2,2927.5
@fixedreturnsacademy,2026-05-21,hour,3,1,302.0
@fixedreturnsacademy,2026-05-21,hour,13,3,1670.0
@fixedreturnsacademy,2026-05-21,hour,11,3,612.0
@fixedreturnsacademy,2026-05-21,hour,10,1,244.0
@fixedreturnsacademy,2026-05-22,day,Tuesday,39,846.2
@fixedreturnsacademy,2026-05-22,day,Monday,33,2532.8
@fixedreturnsacademy,2026-05-22,day,Sunday,16,1334.9
@fixedreturnsacademy,2026-05-22,day,Friday,33,1810.0
@fixedreturnsacademy,2026-05-22,day,Thursday,31,810.0
@fixedreturnsacademy,2026-05-22,day,Wednesday,30,2084.0
@fixedreturnsacademy,2026-05-22,day,Saturday,22,862.9
@fixedreturnsacademy,2026-05-22,hour,18,47,1448.3
@fixedreturnsacademy,2026-05-22,hour,19,27,2160.9
@fixedreturnsacademy,2026-05-22,hour,21,2,339.5
@fixedreturnsacademy,2026-05-22,hour,17,79,1385.0
@fixedreturnsacademy,2026-05-22,hour,16,16,622.6
@fixedreturnsacademy,2026-05-22,hour,15,9,634.0
@fixedreturnsacademy,2026-05-22,hour,22,2,5677.0
@fixedreturnsacademy,2026-05-22,hour,14,9,2951.7
@fixedreturnsacademy,2026-05-22,hour,12,3,302.0
@fixedreturnsacademy,2026-05-22,hour,20,2,2936.0
@fixedreturnsacademy,2026-05-22,hour,3,1,302.0
@fixedreturnsacademy,2026-05-22,hour,13,3,1678.0
@fixedreturnsacademy,2026-05-22,hour,11,3,613.0
@fixedreturnsacademy,2026-05-22,hour,10,1,244.0
@fixedreturnsacademy,2026-05-23,day,Friday,34,1768.2
@fixedreturnsacademy,2026-05-23,day,Tuesday,39,849.9
@fixedreturnsacademy,2026-05-23,day,Monday,33,2556.1
@fixedreturnsacademy,2026-05-23,day,Sunday,16,1352.6
@fixedreturnsacademy,2026-05-23,day,Thursday,31,811.7
@fixedreturnsacademy,2026-05-23,day,Wednesday,30,2089.9
@fixedreturnsacademy,2026-05-23,day,Saturday,22,864.5
@fixedreturnsacademy,2026-05-23,hour,19,28,2100.7
@fixedreturnsacademy,2026-05-23,hour,18,47,1454.9
@fixedreturnsacademy,2026-05-23,hour,21,2,342.5
@fixedreturnsacademy,2026-05-23,hour,17,79,1392.9
@fixedreturnsacademy,2026-05-23,hour,16,16,623.0
@fixedreturnsacademy,2026-05-23,hour,15,9,634.8
@fixedreturnsacademy,2026-05-23,hour,22,2,5835.0
@fixedreturnsacademy,2026-05-23,hour,14,9,2957.2
@fixedreturnsacademy,2026-05-23,hour,12,3,302.3
@fixedreturnsacademy,2026-05-23,hour,20,2,2947.0
@fixedreturnsacademy,2026-05-23,hour,3,1,302.0
@fixedreturnsacademy,2026-05-23,hour,13,3,1685.3
@fixedreturnsacademy,2026-05-23,hour,11,3,613.3
@fixedreturnsacademy,2026-05-23,hour,10,1,244.0
@fixedreturnsacademy,2026-05-26,day,Monday,34,2545.2
@fixedreturnsacademy,2026-05-26,day,Friday,34,1788.8
@fixedreturnsacademy,2026-05-26,day,Tuesday,39,867.8
@fixedreturnsacademy,2026-05-26,day,Sunday,16,1392.8
@fixedreturnsacademy,2026-05-26,day,Thursday,31,816.7
@fixedreturnsacademy,2026-05-26,day,Wednesday,30,2109.2
@fixedreturnsacademy,2026-05-26,day,Saturday,22,868.9
@fixedreturnsacademy,2026-05-26,hour,19,29,2068.0
@fixedreturnsacademy,2026-05-26,hour,18,47,1477.5
@fixedreturnsacademy,2026-05-26,hour,21,2,375.0
@fixedreturnsacademy,2026-05-26,hour,17,79,1411.6
@fixedreturnsacademy,2026-05-26,hour,16,16,625.0
@fixedreturnsacademy,2026-05-26,hour,15,9,637.6
@fixedreturnsacademy,2026-05-26,hour,22,2,6344.5
@fixedreturnsacademy,2026-05-26,hour,14,9,2970.3
@fixedreturnsacademy,2026-05-26,hour,12,3,303.0
@fixedreturnsacademy,2026-05-26,hour,20,2,2968.5
@fixedreturnsacademy,2026-05-26,hour,3,1,303.0
@fixedreturnsacademy,2026-05-26,hour,13,3,1705.0
@fixedreturnsacademy,2026-05-26,hour,11,3,615.0
@fixedreturnsacademy,2026-05-26,hour,10,1,244.0
@fixedreturnsacademy,2026-05-27,day,Monday,34,2572.4
@fixedreturnsacademy,2026-05-27,day,Friday,34,1793.1
@fixedreturnsacademy,2026-05-27,day,Tuesday,39,873.2
@fixedreturnsacademy,2026-05-27,day,Sunday,16,1404.6
@fixedreturnsacademy,2026-05-27,day,Thursday,31,818.0
@fixedreturnsacademy,2026-05-27,day,Wednesday,30,2115.4
@fixedreturnsacademy,2026-05-27,day,Saturday,22,870.2
@fixedreturnsacademy,2026-05-27,hour,19,29,2076.8
@fixedreturnsacademy,2026-05-27,hour,18,47,1484.7
@fixedreturnsacademy,2026-05-27,hour,21,2,377.5
@fixedreturnsacademy,2026-05-27,hour,17,79,1418.6
@fixedreturnsacademy,2026-05-27,hour,16,16,625.7
@fixedreturnsacademy,2026-05-27,hour,15,9,639.0
@fixedreturnsacademy,2026-05-27,hour,22,2,6586.5
@fixedreturnsacademy,2026-05-27,hour,14,9,2974.8
@fixedreturnsacademy,2026-05-27,hour,12,3,303.0
@fixedreturnsacademy,2026-05-27,hour,20,2,2975.0
@fixedreturnsacademy,2026-05-27,hour,3,1,303.0
@fixedreturnsacademy,2026-05-27,hour,13,3,1710.0
@fixedreturnsacademy,2026-05-27,hour,11,3,616.3
@fixedreturnsacademy,2026-05-27,hour,10,1,244.0
@fixedreturnsacademy,2026-05-28,day,Wednesday,31,2054.9
@fixedreturnsacademy,2026-05-28,day,Monday,34,2593.2
@fixedreturnsacademy,2026-05-28,day,Friday,34,1798.0
@fixedreturnsacademy,2026-05-28,day,Tuesday,39,877.0
@fixedreturnsacademy,2026-05-28,day,Sunday,16,1414.7
@fixedreturnsacademy,2026-05-28,day,Thursday,31,820.0
@fixedreturnsacademy,2026-05-28,day,Saturday,22,872.1
@fixedreturnsacademy,2026-05-28,hour,18,48,1460.8
@fixedreturnsacademy,2026-05-28,hour,19,29,2084.7
@fixedreturnsacademy,2026-05-28,hour,21,2,381.0
@fixedreturnsacademy,2026-05-28,hour,17,79,1424.4
@fixedreturnsacademy,2026-05-28,hour,16,16,626.4
@fixedreturnsacademy,2026-05-28,hour,15,9,640.1
@fixedreturnsacademy,2026-05-28,hour,22,2,6770.0
@fixedreturnsacademy,2026-05-28,hour,14,9,2981.1
@fixedreturnsacademy,2026-05-28,hour,12,3,303.7
@fixedreturnsacademy,2026-05-28,hour,20,2,2983.5
@fixedreturnsacademy,2026-05-28,hour,3,1,303.0
@fixedreturnsacademy,2026-05-28,hour,13,3,1716.3
@fixedreturnsacademy,2026-05-28,hour,11,3,616.7
@fixedreturnsacademy,2026-05-28,hour,10,1,245.0
@fixedreturnsacademy,2026-05-29,day,Wednesday,31,2064.6
@fixedreturnsacademy,2026-05-29,day,Monday,34,2616.4
@fixedreturnsacademy,2026-05-29,day,Friday,34,1801.1
@fixedreturnsacademy,2026-05-29,day,Tuesday,39,880.9
@fixedreturnsacademy,2026-05-29,day,Sunday,16,1428.0
@fixedreturnsacademy,2026-05-29,day,Thursday,31,821.4
@fixedreturnsacademy,2026-05-29,day,Saturday,22,873.7
@fixedreturnsacademy,2026-05-29,hour,18,48,1468.1
@fixedreturnsacademy,2026-05-29,hour,19,29,2095.4
@fixedreturnsacademy,2026-05-29,hour,21,2,382.5
@fixedreturnsacademy,2026-05-29,hour,17,79,1431.2
@fixedreturnsacademy,2026-05-29,hour,16,16,626.9
@fixedreturnsacademy,2026-05-29,hour,15,9,640.7
@fixedreturnsacademy,2026-05-29,hour,22,2,6948.5
@fixedreturnsacademy,2026-05-29,hour,14,9,2984.1
@fixedreturnsacademy,2026-05-29,hour,12,3,304.3
@fixedreturnsacademy,2026-05-29,hour,20,2,2990.5
@fixedreturnsacademy,2026-05-29,hour,3,1,303.0
@fixedreturnsacademy,2026-05-29,hour,13,3,1725.3
@fixedreturnsacademy,2026-05-29,hour,11,3,617.0
@fixedreturnsacademy,2026-05-29,hour,10,1,245.0
@fixedreturnsacademy,2026-05-30,day,Friday,35,1757.6
@fixedreturnsacademy,2026-05-30,day,Wednesday,31,2076.1
@fixedreturnsacademy,2026-05-30,day,Tuesday,39,884.6
@fixedreturnsacademy,2026-05-30,day,Monday,33,2718.5
@fixedreturnsacademy,2026-05-30,day,Sunday,16,1435.4
@fixedreturnsacademy,2026-05-30,day,Thursday,31,823.2
@fixedreturnsacademy,2026-05-30,day,Saturday,22,874.9
@fixedreturnsacademy,2026-05-30,hour,18,49,1449.6
@fixedreturnsacademy,2026-05-30,hour,19,28,2172.1
@fixedreturnsacademy,2026-05-30,hour,21,2,383.5
@fixedreturnsacademy,2026-05-30,hour,17,79,1437.5
@fixedreturnsacademy,2026-05-30,hour,16,16,627.3
@fixedreturnsacademy,2026-05-30,hour,15,9,642.2
@fixedreturnsacademy,2026-05-30,hour,22,2,7195.0
@fixedreturnsacademy,2026-05-30,hour,14,9,2992.6
@fixedreturnsacademy,2026-05-30,hour,12,3,305.0
@fixedreturnsacademy,2026-05-30,hour,20,2,2996.5
@fixedreturnsacademy,2026-05-30,hour,3,1,303.0
@fixedreturnsacademy,2026-05-30,hour,13,3,1729.3
@fixedreturnsacademy,2026-05-30,hour,11,3,617.7
@fixedreturnsacademy,2026-05-30,hour,10,1,245.0
@fixedreturnsacademy,2026-05-31,day,Friday,35,1763.7
@fixedreturnsacademy,2026-05-31,day,Wednesday,31,2082.6
@fixedreturnsacademy,2026-05-31,day,Tuesday,39,888.7
@fixedreturnsacademy,2026-05-31,day,Monday,33,2739.1
@fixedreturnsacademy,2026-05-31,day,Sunday,16,1442.2
@fixedreturnsacademy,2026-05-31,day,Thursday,31,824.6
@fixedreturnsacademy,2026-05-31,day,Saturday,22,876.5
@fixedreturnsacademy,2026-05-31,hour,18,49,1456.6
@fixedreturnsacademy,2026-05-31,hour,19,28,2178.7
@fixedreturnsacademy,2026-05-31,hour,21,2,384.5
@fixedreturnsacademy,2026-05-31,hour,17,79,1442.9
@fixedreturnsacademy,2026-05-31,hour,16,16,627.8
@fixedreturnsacademy,2026-05-31,hour,15,9,643.0
@fixedreturnsacademy,2026-05-31,hour,22,2,7366.0
@fixedreturnsacademy,2026-05-31,hour,14,9,3000.9
@fixedreturnsacademy,2026-05-31,hour,12,3,306.0
@fixedreturnsacademy,2026-05-31,hour,20,2,3012.5
@fixedreturnsacademy,2026-05-31,hour,3,1,303.0
@fixedreturnsacademy,2026-05-31,hour,13,3,1736.7
@fixedreturnsacademy,2026-05-31,hour,11,3,618.0
@fixedreturnsacademy,2026-05-31,hour,10,1,245.0
@fixedreturnsacademy,2026-06-01,day,Friday,35,1767.8
@fixedreturnsacademy,2026-06-01,day,Wednesday,31,2091.1
@fixedreturnsacademy,2026-06-01,day,Tuesday,39,892.4
@fixedreturnsacademy,2026-06-01,day,Monday,33,2758.0
@fixedreturnsacademy,2026-06-01,day,Sunday,16,1450.1
@fixedreturnsacademy,2026-06-01,day,Thursday,31,825.9
@fixedreturnsacademy,2026-06-01,day,Saturday,22,878.1
@fixedreturnsacademy,2026-06-01,hour,18,49,1464.1
@fixedreturnsacademy,2026-06-01,hour,19,28,2186.1
@fixedreturnsacademy,2026-06-01,hour,21,2,384.5
@fixedreturnsacademy,2026-06-01,hour,17,79,1448.0
@fixedreturnsacademy,2026-06-01,hour,16,16,628.2
@fixedreturnsacademy,2026-06-01,hour,15,9,643.3
@fixedreturnsacademy,2026-06-01,hour,22,2,7509.0
@fixedreturnsacademy,2026-06-01,hour,14,9,3006.0
@fixedreturnsacademy,2026-06-01,hour,12,3,313.0
@fixedreturnsacademy,2026-06-01,hour,20,2,3024.5
@fixedreturnsacademy,2026-06-01,hour,3,1,303.0
@fixedreturnsacademy,2026-06-01,hour,13,3,1740.3
@fixedreturnsacademy,2026-06-01,hour,11,3,618.3
@fixedreturnsacademy,2026-06-01,hour,10,1,245.0
@fixedreturnsacademy,2026-06-02,day,Monday,34,2703.0
@fixedreturnsacademy,2026-06-02,day,Friday,35,1772.2
@fixedreturnsacademy,2026-06-02,day,Wednesday,31,2100.3
@fixedreturnsacademy,2026-06-02,day,Tuesday,39,897.2
@fixedreturnsacademy,2026-06-02,day,Sunday,16,1460.6
@fixedreturnsacademy,2026-06-02,day,Thursday,31,829.0
@fixedreturnsacademy,2026-06-02,day,Saturday,22,881.0
@fixedreturnsacademy,2026-06-02,hour,19,29,2120.2
@fixedreturnsacademy,2026-06-02,hour,18,49,1473.0
@fixedreturnsacademy,2026-06-02,hour,21,2,386.5
@fixedreturnsacademy,2026-06-02,hour,17,79,1455.0
@fixedreturnsacademy,2026-06-02,hour,16,16,628.9
@fixedreturnsacademy,2026-06-02,hour,15,9,644.2
@fixedreturnsacademy,2026-06-02,hour,22,2,7722.0
@fixedreturnsacademy,2026-06-02,hour,14,9,3011.6
@fixedreturnsacademy,2026-06-02,hour,12,3,316.3
@fixedreturnsacademy,2026-06-02,hour,20,2,3034.0
@fixedreturnsacademy,2026-06-02,hour,3,1,306.0
@fixedreturnsacademy,2026-06-02,hour,13,3,1752.0
@fixedreturnsacademy,2026-06-02,hour,11,3,619.3
@fixedreturnsacademy,2026-06-02,hour,10,1,245.0
@fixedreturnsacademy,2026-06-03,day,Tuesday,40,884.8
@fixedreturnsacademy,2026-06-03,day,Monday,34,2730.8
@fixedreturnsacademy,2026-06-03,day,Friday,35,1776.7
@fixedreturnsacademy,2026-06-03,day,Wednesday,31,2108.5
@fixedreturnsacademy,2026-06-03,day,Sunday,16,1469.4
@fixedreturnsacademy,2026-06-03,day,Thursday,31,831.2
@fixedreturnsacademy,2026-06-03,day,Saturday,22,883.1
@fixedreturnsacademy,2026-06-03,hour,20,3,2094.7
@fixedreturnsacademy,2026-06-03,hour,19,29,2130.6
@fixedreturnsacademy,2026-06-03,hour,18,49,1480.6
@fixedreturnsacademy,2026-06-03,hour,21,2,389.5
@fixedreturnsacademy,2026-06-03,hour,17,79,1462.4
@fixedreturnsacademy,2026-06-03,hour,16,16,629.9
@fixedreturnsacademy,2026-06-03,hour,15,9,646.2
@fixedreturnsacademy,2026-06-03,hour,22,2,7939.5
@fixedreturnsacademy,2026-06-03,hour,14,9,3016.1
@fixedreturnsacademy,2026-06-03,hour,12,3,317.7
@fixedreturnsacademy,2026-06-03,hour,3,1,306.0
@fixedreturnsacademy,2026-06-03,hour,13,3,1760.0
@fixedreturnsacademy,2026-06-03,hour,11,3,619.3
@fixedreturnsacademy,2026-06-03,hour,10,1,245.0
@fixedreturnsacademy,2026-06-04,day,Wednesday,32,2053.0
@fixedreturnsacademy,2026-06-04,day,Tuesday,40,896.0
@fixedreturnsacademy,2026-06-04,day,Monday,34,2754.2
@fixedreturnsacademy,2026-06-04,day,Friday,35,1780.2
@fixedreturnsacademy,2026-06-04,day,Sunday,16,1478.7
@fixedreturnsacademy,2026-06-04,day,Thursday,31,832.9
@fixedreturnsacademy,2026-06-04,day,Saturday,22,884.8
@fixedreturnsacademy,2026-06-04,hour,21,3,311.3
@fixedreturnsacademy,2026-06-04,hour,20,3,2183.3
@fixedreturnsacademy,2026-06-04,hour,19,29,2137.2
@fixedreturnsacademy,2026-06-04,hour,18,49,1487.9
@fixedreturnsacademy,2026-06-04,hour,17,79,1468.5
@fixedreturnsacademy,2026-06-04,hour,16,16,630.4
@fixedreturnsacademy,2026-06-04,hour,15,9,646.7
@fixedreturnsacademy,2026-06-04,hour,22,2,8149.0
@fixedreturnsacademy,2026-06-04,hour,14,9,3020.8
@fixedreturnsacademy,2026-06-04,hour,12,3,318.0
@fixedreturnsacademy,2026-06-04,hour,3,1,306.0
@fixedreturnsacademy,2026-06-04,hour,13,3,1766.3
@fixedreturnsacademy,2026-06-04,hour,11,3,620.3
@fixedreturnsacademy,2026-06-04,hour,10,1,245.0
@fixedreturnsacademy,2026-06-05,day,Thursday,32,809.2
@fixedreturnsacademy,2026-06-05,day,Wednesday,32,2060.3
@fixedreturnsacademy,2026-06-05,day,Tuesday,40,954.8
@fixedreturnsacademy,2026-06-05,day,Monday,34,2779.6
@fixedreturnsacademy,2026-06-05,day,Friday,35,1783.3
@fixedreturnsacademy,2026-06-05,day,Sunday,16,1492.5
@fixedreturnsacademy,2026-06-05,day,Saturday,22,886.4
@fixedreturnsacademy,2026-06-05,hour,18,50,1464.5
@fixedreturnsacademy,2026-06-05,hour,21,3,327.3
@fixedreturnsacademy,2026-06-05,hour,20,3,2929.3
@fixedreturnsacademy,2026-06-05,hour,19,29,2143.6
@fixedreturnsacademy,2026-06-05,hour,17,79,1475.3
@fixedreturnsacademy,2026-06-05,hour,16,16,631.0
@fixedreturnsacademy,2026-06-05,hour,15,9,647.8
@fixedreturnsacademy,2026-06-05,hour,22,2,8392.0
@fixedreturnsacademy,2026-06-05,hour,14,9,3023.3
@fixedreturnsacademy,2026-06-05,hour,12,3,318.3
@fixedreturnsacademy,2026-06-05,hour,3,1,306.0
@fixedreturnsacademy,2026-06-05,hour,13,3,1774.7
@fixedreturnsacademy,2026-06-05,hour,11,3,621.0
@fixedreturnsacademy,2026-06-05,hour,10,1,245.0
@fixedreturnsacademy,2026-06-06,day,Friday,36,1761.8
@fixedreturnsacademy,2026-06-06,day,Thursday,32,811.4
@fixedreturnsacademy,2026-06-06,day,Wednesday,32,2066.7
@fixedreturnsacademy,2026-06-06,day,Tuesday,40,965.9
@fixedreturnsacademy,2026-06-06,day,Monday,34,2801.4
@fixedreturnsacademy,2026-06-06,day,Sunday,16,1501.1
@fixedreturnsacademy,2026-06-06,day,Saturday,22,887.5
@fixedreturnsacademy,2026-06-06,hour,19,30,2109.0
@fixedreturnsacademy,2026-06-06,hour,18,50,1470.5
@fixedreturnsacademy,2026-06-06,hour,21,3,331.3
@fixedreturnsacademy,2026-06-06,hour,20,3,3033.0
@fixedreturnsacademy,2026-06-06,hour,17,79,1481.0
@fixedreturnsacademy,2026-06-06,hour,16,16,631.2
@fixedreturnsacademy,2026-06-06,hour,15,9,648.2
@fixedreturnsacademy,2026-06-06,hour,22,2,8585.0
@fixedreturnsacademy,2026-06-06,hour,14,9,3026.6
@fixedreturnsacademy,2026-06-06,hour,12,3,319.0
@fixedreturnsacademy,2026-06-06,hour,3,1,306.0
@fixedreturnsacademy,2026-06-06,hour,13,3,1781.0
@fixedreturnsacademy,2026-06-06,hour,11,3,622.0
@fixedreturnsacademy,2026-06-06,hour,10,1,245.0
@fixedreturnsacademy,2026-06-07,day,Friday,36,1774.2
@fixedreturnsacademy,2026-06-07,day,Thursday,32,813.1
@fixedreturnsacademy,2026-06-07,day,Wednesday,32,2073.7
@fixedreturnsacademy,2026-06-07,day,Tuesday,40,971.9
@fixedreturnsacademy,2026-06-07,day,Monday,34,2820.2
@fixedreturnsacademy,2026-06-07,day,Sunday,16,1510.3
@fixedreturnsacademy,2026-06-07,day,Saturday,22,888.8
@fixedreturnsacademy,2026-06-07,hour,19,30,2127.4
@fixedreturnsacademy,2026-06-07,hour,18,50,1476.9
@fixedreturnsacademy,2026-06-07,hour,21,3,334.3
@fixedreturnsacademy,2026-06-07,hour,20,3,3061.0
@fixedreturnsacademy,2026-06-07,hour,17,79,1486.6
@fixedreturnsacademy,2026-06-07,hour,16,16,631.8
@fixedreturnsacademy,2026-06-07,hour,15,9,648.9
@fixedreturnsacademy,2026-06-07,hour,22,2,8733.0
@fixedreturnsacademy,2026-06-07,hour,14,9,3030.7
@fixedreturnsacademy,2026-06-07,hour,12,3,320.3
@fixedreturnsacademy,2026-06-07,hour,3,1,306.0
@fixedreturnsacademy,2026-06-07,hour,13,3,1787.3
@fixedreturnsacademy,2026-06-07,hour,11,3,623.0
@fixedreturnsacademy,2026-06-07,hour,10,1,245.0
@fixedreturnsacademy,2026-06-08,day,Monday,35,2774.3
@fixedreturnsacademy,2026-06-08,day,Friday,36,1781.1
@fixedreturnsacademy,2026-06-08,day,Thursday,32,817.9
@fixedreturnsacademy,2026-06-08,day,Wednesday,32,2085.8
@fixedreturnsacademy,2026-06-08,day,Tuesday,40,980.8
@fixedreturnsacademy,2026-06-08,day,Sunday,16,1529.3
@fixedreturnsacademy,2026-06-08,day,Saturday,22,891.6
@fixedreturnsacademy,2026-06-08,hour,19,31,2076.3
@fixedreturnsacademy,2026-06-08,hour,18,50,1490.6
@fixedreturnsacademy,2026-06-08,hour,21,3,337.3
@fixedreturnsacademy,2026-06-08,hour,20,3,3064.7
@fixedreturnsacademy,2026-06-08,hour,17,79,1495.6
@fixedreturnsacademy,2026-06-08,hour,16,16,633.1
@fixedreturnsacademy,2026-06-08,hour,15,9,651.0
@fixedreturnsacademy,2026-06-08,hour,22,2,9055.0
@fixedreturnsacademy,2026-06-08,hour,14,9,3035.0
@fixedreturnsacademy,2026-06-08,hour,12,3,321.3
@fixedreturnsacademy,2026-06-08,hour,3,1,306.0
@fixedreturnsacademy,2026-06-08,hour,13,3,1800.0
@fixedreturnsacademy,2026-06-08,hour,11,3,625.0
@fixedreturnsacademy,2026-06-08,hour,10,1,245.0
@fixedreturnsacademy,2026-06-09,day,Monday,35,2785.2
@fixedreturnsacademy,2026-06-09,day,Friday,36,1782.2
@fixedreturnsacademy,2026-06-09,day,Thursday,32,818.3
@fixedreturnsacademy,2026-06-09,day,Wednesday,32,2087.1
@fixedreturnsacademy,2026-06-09,day,Tuesday,40,982.0
@fixedreturnsacademy,2026-06-09,day,Sunday,16,1531.5
@fixedreturnsacademy,2026-06-09,day,Saturday,22,892.0
@fixedreturnsacademy,2026-06-09,hour,19,31,2083.0
@fixedreturnsacademy,2026-06-09,hour,18,50,1492.1
@fixedreturnsacademy,2026-06-09,hour,21,3,338.3
@fixedreturnsacademy,2026-06-09,hour,20,3,3066.0
@fixedreturnsacademy,2026-06-09,hour,17,79,1496.8
@fixedreturnsacademy,2026-06-09,hour,16,16,633.2
@fixedreturnsacademy,2026-06-09,hour,15,9,651.1
@fixedreturnsacademy,2026-06-09,hour,22,2,9138.5
@fixedreturnsacademy,2026-06-09,hour,14,9,3036.1
@fixedreturnsacademy,2026-06-09,hour,12,3,321.7
@fixedreturnsacademy,2026-06-09,hour,3,1,306.0
@fixedreturnsacademy,2026-06-09,hour,13,3,1802.3
@fixedreturnsacademy,2026-06-09,hour,11,3,625.0
@fixedreturnsacademy,2026-06-09,hour,10,1,245.0
@fixedreturnsacademy,2026-06-10,day,Tuesday,41,963.0
@fixedreturnsacademy,2026-06-10,day,Monday,35,2812.9
@fixedreturnsacademy,2026-06-10,day,Friday,36,1785.8
@fixedreturnsacademy,2026-06-10,day,Thursday,32,819.8
@fixedreturnsacademy,2026-06-10,day,Wednesday,32,2095.0
